,date,time,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,sh,sot,dist,fk,pk,pkatt,sota,saves,pka,pksv,cmp,att,totdist,prgdist,live,dead,tb,sw,crs,ti,ck,season,team
16,2021-11-21,15:30,Matchweek 12,Sun,Away,W,2,0,Freiburg,1.2,1.4,38.0,32500.0,Makoto Hasebe,3-4-3,Florian Badstübner,13.0,7.0,24.1,1.0,0.0,0.0,4.0,4.0,0.0,0.0,274.0,384.0,5445.0,2033.0,340.0,41.0,1.0,0.0,14.0,15.0,4.0,2021-2022,Eintracht Frankfurt
18,2021-11-28,15:30,Matchweek 13,Sun,Home,W,2,1,Union Berlin,1.3,1.1,54.0,24000.0,Makoto Hasebe,3-4-3,Sascha Stegemann,13.0,2.0,13.8,0.0,0.0,0.0,4.0,3.0,1.0,0.0,435.0,578.0,7871.0,2903.0,525.0,52.0,3.0,3.0,31.0,32.0,7.0,2021-2022,Eintracht Frankfurt
19,2021-12-04,15:30,Matchweek 14,Sat,Away,L,2,3,Hoffenheim,1.5,0.9,51.0,,Makoto Hasebe,3-4-3,Daniel Schlager,16.0,3.0,15.6,0.0,0.0,0.0,4.0,1.0,0.0,0.0,450.0,562.0,7838.0,2629.0,515.0,45.0,1.0,2.0,22.0,21.0,6.0,2021-2022,Eintracht Frankfurt
21,2021-12-12,17:30,Matchweek 15,Sun,Home,W,5,2,Leverkusen,1.6,1.7,44.0,12000.0,Martin Hinteregger,3-4-3,Marco Fritz,17.0,7.0,15.1,1.0,0.0,0.0,3.0,1.0,1.0,0.0,325.0,430.0,6817.0,2646.0,390.0,38.0,1.0,4.0,21.0,17.0,7.0,2021-2022,Eintracht Frankfurt
22,2021-12-15,18:30,Matchweek 16,Wed,Away,W,3,2,M'Gladbach,2.3,2.0,43.0,10028.0,Martin Hinteregger,3-4-3,Martin Petersen,12.0,4.0,14.4,1.0,0.0,0.0,8.0,6.0,1.0,0.0,304.0,410.0,5805.0,2226.0,362.0,47.0,1.0,2.0,13.0,30.0,1.0,2021-2022,Eintracht Frankfurt
23,2021-12-18,15:30,Matchweek 17,Sat,Home,W,1,0,Mainz 05,1.8,0.6,51.0,15000.0,Sebastian Rode,3-4-3,Felix Brych,14.0,4.0,17.8,0.0,0.0,0.0,5.0,5.0,0.0,0.0,368.0,528.0,7054.0,2715.0,481.0,46.0,1.0,3.0,23.0,16.0,8.0,2021-2022,Eintracht Frankfurt
24,2022-01-08,18:30,Matchweek 18,Sat,Home,L,2,3,Dortmund,1.4,2.0,36.0,250.0,Sebastian Rode,3-4-3,Robert Schröder,12.0,5.0,17.4,0.0,0.0,0.0,8.0,5.0,0.0,0.0,290.0,405.0,5560.0,2172.0,360.0,43.0,0.0,4.0,13.0,14.0,4.0,2021-2022,Eintracht Frankfurt
25,2022-01-16,15:30,Matchweek 19,Sun,Away,D,1,1,Augsburg,2.6,1.0,51.0,,Sebastian Rode,3-4-3,Sven Jablonski,14.0,4.0,17.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,380.0,499.0,7094.0,2782.0,459.0,37.0,1.0,3.0,25.0,14.0,3.0,2021-2022,Eintracht Frankfurt
26,2022-01-21,20:30,Matchweek 20,Fri,Home,L,0,2,Arminia,1.9,1.3,68.0,1000.0,Sebastian Rode,3-4-3,Tobias Reichel,18.0,7.0,13.2,0.0,0.0,0.0,5.0,3.0,0.0,0.0,579.0,737.0,9789.0,3295.0,665.0,71.0,3.0,2.0,34.0,40.0,10.0,2021-2022,Eintracht Frankfurt
27,2022-02-05,15:30,Matchweek 21,Sat,Away,W,3,2,Stuttgart,1.1,1.5,48.0,10000.0,Sebastian Rode,3-5-2,Sascha Stegemann,15.0,6.0,15.3,0.0,0.0,0.0,5.0,3.0,0.0,0.0,320.0,457.0,5064.0,2188.0,396.0,60.0,0.0,4.0,22.0,26.0,14.0,2021-2022,Eintracht Frankfurt
28,2022-02-12,15:30,Matchweek 22,Sat,Home,L,0,2,Wolfsburg,1.0,1.5,61.0,10000.0,Martin Hinteregger,3-4-3,Frank Willenborg,17.0,3.0,15.5,0.0,0.0,0.0,3.0,1.0,1.0,0.0,455.0,632.0,7751.0,2930.0,559.0,71.0,0.0,1.0,33.0,36.0,10.0,2021-2022,Eintracht Frankfurt
29,2022-02-19,18:30,Matchweek 23,Sat,Away,L,0,1,Köln,0.6,1.1,42.0,10000.0,Sebastian Rode,3-1-4-2,Christian Dingert,10.0,2.0,19.5,0.0,0.0,0.0,8.0,7.0,0.0,0.0,273.0,423.0,5364.0,2216.0,366.0,57.0,2.0,4.0,15.0,33.0,6.0,2021-2022,Eintracht Frankfurt
30,2022-02-26,18:30,Matchweek 24,Sat,Home,L,0,1,Bayern Munich,0.9,2.4,32.0,25000.0,Kevin Trapp,3-4-3,Florian Badstübner,6.0,1.0,14.1,0.0,0.0,0.0,9.0,8.0,0.0,0.0,223.0,351.0,4173.0,2032.0,304.0,44.0,0.0,1.0,12.0,20.0,2.0,2021-2022,Eintracht Frankfurt
31,2022-03-05,15:30,Matchweek 25,Sat,Away,W,4,1,Hertha BSC,1.2,0.4,53.0,25000.0,Kevin Trapp,3-4-3,Harm Osmers,12.0,6.0,17.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,382.0,511.0,6917.0,2550.0,453.0,56.0,0.0,3.0,15.0,25.0,8.0,2021-2022,Eintracht Frankfurt
33,2022-03-13,17:30,Matchweek 26,Sun,Home,W,2,1,Bochum,1.8,1.1,53.0,24000.0,Kevin Trapp,3-4-3,Marco Fritz,14.0,4.0,15.3,1.0,0.0,0.0,5.0,4.0,0.0,0.0,350.0,486.0,5907.0,2580.0,426.0,59.0,1.0,3.0,26.0,27.0,9.0,2021-2022,Eintracht Frankfurt
35,2022-03-20,15:30,Matchweek 27,Sun,Away,D,0,0,RB Leipzig,0.2,1.2,45.0,43058.0,Sebastian Rode,3-1-4-2,Christian Dingert,5.0,0.0,16.6,0.0,0.0,0.0,6.0,6.0,0.0,0.0,408.0,525.0,6899.0,2789.0,484.0,40.0,4.0,2.0,13.0,20.0,2.0,2021-2022,Eintracht Frankfurt
36,2022-04-02,15:30,Matchweek 28,Sat,Home,D,0,0,Greuther Fürth,1.2,0.6,67.0,50500.0,Makoto Hasebe,3-5-2,Bastian Dankert,21.0,6.0,18.2,0.0,0.0,0.0,2.0,2.0,0.0,0.0,597.0,710.0,10675.0,3638.0,661.0,47.0,4.0,2.0,34.0,15.0,9.0,2021-2022,Eintracht Frankfurt
38,2022-04-10,17:30,Matchweek 29,Sun,Home,L,1,2,Freiburg,0.9,1.0,54.0,47000.0,Sebastian Rode,3-4-3,Felix Brych,18.0,5.0,20.3,1.0,0.0,0.0,4.0,2.0,0.0,0.0,354.0,514.0,6281.0,2303.0,454.0,57.0,5.0,6.0,25.0,35.0,2.0,2021-2022,Eintracht Frankfurt
40,2022-04-17,17:30,Matchweek 30,Sun,Away,L,0,2,Union Berlin,0.5,1.1,56.0,22000.0,Martin Hinteregger,3-4-3,Frank Willenborg,10.0,3.0,19.2,0.0,0.0,0.0,4.0,2.0,0.0,0.0,427.0,564.0,7765.0,2999.0,502.0,61.0,1.0,7.0,13.0,32.0,3.0,2021-2022,Eintracht Frankfurt
41,2022-04-23,15:30,Matchweek 31,Sat,Home,D,2,2,Hoffenheim,1.3,0.7,50.0,50500.0,Sebastian Rode,3-4-3,Sven Jablonski,17.0,7.0,17.2,0.0,0.0,0.0,4.0,3.0,0.0,0.0,393.0,502.0,7274.0,2822.0,444.0,56.0,0.0,2.0,22.0,25.0,9.0,2021-2022,Eintracht Frankfurt
43,2022-05-02,20:30,Matchweek 32,Mon,Away,L,0,2,Leverkusen,0.3,1.8,45.0,26492.0,Makoto Hasebe,3-4-3,Benjamin Cortus,9.0,4.0,25.1,0.0,0.0,0.0,3.0,1.0,0.0,0.0,432.0,524.0,8154.0,2795.0,482.0,41.0,0.0,10.0,13.0,14.0,4.0,2021-2022,Eintracht Frankfurt
45,2022-05-08,15:30,Matchweek 33,Sun,Home,D,1,1,M'Gladbach,0.8,1.4,47.0,51500.0,Makoto Hasebe,3-5-2,Felix Zwayer,18.0,3.0,20.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,440.0,530.0,8222.0,2729.0,493.0,35.0,0.0,5.0,26.0,15.0,9.0,2021-2022,Eintracht Frankfurt
46,2022-05-14,15:30,Matchweek 34,Sat,Away,D,2,2,Mainz 05,1.6,1.3,51.0,33000.0,Sebastian Rode,3-4-3,Martin Petersen,12.0,4.0,18.2,1.0,0.0,0.0,4.0,2.0,0.0,0.0,372.0,497.0,6306.0,2246.0,444.0,51.0,1.0,3.0,14.0,27.0,3.0,2021-2022,Eintracht Frankfurt
1,2021-08-14,15:30,Matchweek 1,Sat,Home,W,1,0,Bochum,2.0,0.4,60.0,8536.0,Koen Casteels,4-2-3-1,Frank Willenborg,18.0,7.0,17.3,1.0,0.0,1.0,1.0,1.0,0.0,0.0,484.0,588.0,8599.0,2667.0,543.0,43.0,3.0,2.0,23.0,24.0,5.0,2021-2022,Wolfsburg
2,2021-08-21,15:30,Matchweek 2,Sat,Away,W,2,1,Hertha BSC,1.0,1.2,59.0,18241.0,Koen Casteels,4-2-3-1,Matthias Jöllenbeck,12.0,3.0,13.7,0.0,0.0,0.0,5.0,4.0,1.0,0.0,433.0,525.0,8660.0,2744.0,485.0,39.0,2.0,13.0,27.0,17.0,4.0,2021-2022,Wolfsburg
3,2021-08-29,17:30,Matchweek 3,Sun,Home,W,1,0,RB Leipzig,0.8,1.1,48.0,12058.0,Koen Casteels,4-2-3-1,Tobias Stieler,8.0,2.0,19.7,1.0,0.0,0.0,2.0,2.0,0.0,0.0,303.0,413.0,6415.0,2415.0,357.0,53.0,0.0,7.0,14.0,18.0,7.0,2021-2022,Wolfsburg
4,2021-09-11,15:30,Matchweek 4,Sat,Away,W,2,0,Greuther Fürth,1.4,0.3,70.0,9000.0,Koen Casteels,4-2-3-1,Robert Hartmann,8.0,2.0,18.5,0.0,1.0,1.0,4.0,4.0,0.0,0.0,518.0,629.0,10910.0,3626.0,574.0,55.0,2.0,11.0,17.0,22.0,5.0,2021-2022,Wolfsburg
6,2021-09-19,19:30,Matchweek 5,Sun,Home,D,1,1,Eint Frankfurt,1.2,0.3,60.0,9266.0,Koen Casteels,4-2-3-1,Felix Zwayer,14.0,6.0,12.7,1.0,0.0,0.0,2.0,1.0,0.0,0.0,410.0,549.0,8342.0,3108.0,492.0,53.0,2.0,3.0,22.0,23.0,7.0,2021-2022,Wolfsburg
7,2021-09-25,15:30,Matchweek 6,Sat,Away,L,1,3,Hoffenheim,0.6,1.5,50.0,8523.0,Koen Casteels,4-2-3-1,Daniel Siebert,13.0,2.0,22.7,0.0,0.0,0.0,3.0,0.0,0.0,0.0,369.0,465.0,7970.0,2653.0,413.0,50.0,0.0,9.0,17.0,22.0,2.0,2021-2022,Wolfsburg
9,2021-10-02,15:30,Matchweek 7,Sat,Home,L,1,3,M'Gladbach,1.3,3.3,52.0,12845.0,Koen Casteels,4-2-3-1,Frank Willenborg,12.0,5.0,17.4,0.0,0.0,0.0,10.0,6.0,0.0,1.0,363.0,464.0,6966.0,2751.0,413.0,49.0,2.0,2.0,19.0,27.0,4.0,2021-2022,Wolfsburg
10,2021-10-16,15:30,Matchweek 8,Sat,Away,L,0,2,Union Berlin,1.5,0.9,61.0,11000.0,Koen Casteels,4-2-3-1,Sascha Stegemann,13.0,4.0,18.2,0.0,0.0,0.0,3.0,1.0,0.0,0.0,486.0,606.0,8663.0,2699.0,565.0,41.0,0.0,6.0,20.0,22.0,3.0,2021-2022,Wolfsburg
12,2021-10-23,15:30,Matchweek 9,Sat,Home,L,0,2,Freiburg,1.3,1.5,56.0,10251.0,Koen Casteels,4-3-3,Tobias Welz,18.0,4.0,15.4,1.0,0.0,0.0,4.0,2.0,0.0,0.0,367.0,490.0,7417.0,2506.0,435.0,55.0,1.0,3.0,34.0,21.0,7.0,2021-2022,Wolfsburg
13,2021-10-30,15:30,Matchweek 10,Sat,Away,W,2,0,Leverkusen,1.8,1.5,35.0,20132.0,Koen Casteels,3-4-3,Deniz Aytekin,12.0,8.0,15.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,214.0,308.0,4031.0,1764.0,252.0,54.0,1.0,2.0,11.0,25.0,2.0,2021-2022,Wolfsburg
15,2021-11-06,15:30,Matchweek 11,Sat,Home,W,1,0,Augsburg,0.5,0.7,62.0,16095.0,Koen Casteels,3-4-3,Marco Fritz,8.0,3.0,19.4,2.0,0.0,0.0,3.0,3.0,0.0,0.0,527.0,626.0,9203.0,3045.0,584.0,40.0,1.0,2.0,13.0,22.0,0.0,2021-2022,Wolfsburg
16,2021-11-20,15:30,Matchweek 12,Sat,Away,D,2,2,Arminia,1.9,1.3,63.0,19801.0,Koen Casteels,3-4-3,Martin Petersen,13.0,5.0,16.2,1.0,0.0,0.0,3.0,1.0,1.0,0.0,467.0,589.0,8833.0,3115.0,539.0,48.0,1.0,7.0,21.0,22.0,5.0,2021-2022,Wolfsburg
18,2021-11-27,15:30,Matchweek 13,Sat,Home,L,1,3,Dortmund,1.9,2.3,42.0,13281.0,Maximilian Arnold,3-4-3,Sven Jablonski,15.0,7.0,17.8,0.0,0.0,0.0,8.0,5.0,1.0,0.0,324.0,440.0,6071.0,2112.0,392.0,47.0,1.0,7.0,25.0,21.0,7.0,2021-2022,Wolfsburg
19,2021-12-04,15:30,Matchweek 14,Sat,Away,L,0,3,Mainz 05,0.7,1.2,58.0,10000.0,Maximilian Arnold,3-4-3,Florian Badstübner,15.0,0.0,20.6,1.0,0.0,0.0,4.0,2.0,0.0,0.0,312.0,441.0,5884.0,2115.0,375.0,65.0,0.0,3.0,23.0,29.0,5.0,2021-2022,Wolfsburg
21,2021-12-11,18:30,Matchweek 15,Sat,Home,L,0,2,Stuttgart,1.5,1.2,53.0,5000.0,Koen Casteels,4-2-3-1,Sascha Stegemann,18.0,4.0,19.8,1.0,0.0,0.0,3.0,1.0,0.0,0.0,369.0,497.0,7199.0,2749.0,448.0,49.0,1.0,3.0,27.0,29.0,5.0,2021-2022,Wolfsburg
22,2021-12-14,20:30,Matchweek 16,Tue,Home,L,2,3,Köln,2.4,3.1,39.0,5000.0,Koen Casteels,4-2-3-1,Robert Hartmann,19.0,5.0,17.4,2.0,0.0,0.0,6.0,3.0,0.0,0.0,215.0,307.0,4202.0,2365.0,250.0,50.0,3.0,3.0,17.0,20.0,9.0,2021-2022,Wolfsburg
23,2021-12-17,20:30,Matchweek 17,Fri,Away,L,0,4,Bayern Munich,1.0,3.6,37.0,,Koen Casteels,3-4-3,Tobias Welz,9.0,2.0,12.1,0.0,0.0,0.0,9.0,5.0,0.0,0.0,362.0,463.0,6230.0,2603.0,411.0,51.0,1.0,5.0,13.0,21.0,3.0,2021-2022,Wolfsburg
24,2022-01-09,17:30,Matchweek 18,Sun,Away,L,0,1,Bochum,0.4,0.9,50.0,,Koen Casteels,3-4-3,Daniel Schlager,12.0,3.0,22.9,0.0,0.0,0.0,3.0,2.0,0.0,0.0,338.0,466.0,5988.0,2699.0,408.0,56.0,0.0,6.0,16.0,30.0,2.0,2021-2022,Wolfsburg
25,2022-01-15,15:30,Matchweek 19,Sat,Home,D,0,0,Hertha BSC,1.7,0.3,48.0,500.0,Koen Casteels,3-4-3,Robert Hartmann,9.0,3.0,15.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,350.0,480.0,6360.0,2304.0,413.0,57.0,2.0,6.0,15.0,30.0,3.0,2021-2022,Wolfsburg
26,2022-01-23,15:30,Matchweek 20,Sun,Away,L,0,2,RB Leipzig,0.8,1.5,47.0,1000.0,Koen Casteels,3-4-3,Daniel Siebert,10.0,3.0,19.5,1.0,0.0,0.0,3.0,1.0,0.0,0.0,324.0,448.0,5368.0,2577.0,388.0,55.0,1.0,0.0,17.0,24.0,3.0,2021-2022,Wolfsburg
27,2022-02-06,17:30,Matchweek 21,Sun,Home,W,4,1,Greuther Fürth,2.4,1.1,56.0,500.0,Koen Casteels,3-4-3,Martin Petersen,14.0,6.0,18.1,3.0,0.0,0.0,4.0,3.0,1.0,0.0,438.0,526.0,8781.0,3208.0,491.0,34.0,1.0,3.0,11.0,15.0,2.0,2021-2022,Wolfsburg
28,2022-02-12,15:30,Matchweek 22,Sat,Away,W,2,0,Eint Frankfurt,1.5,1.0,39.0,10000.0,Koen Casteels,3-4-3,Frank Willenborg,10.0,2.0,18.9,0.0,1.0,1.0,3.0,3.0,0.0,0.0,237.0,399.0,4195.0,2181.0,350.0,45.0,0.0,3.0,10.0,20.0,1.0,2021-2022,Wolfsburg
29,2022-02-19,15:30,Matchweek 23,Sat,Home,L,1,2,Hoffenheim,1.5,1.5,55.0,7145.0,Koen Casteels,3-4-3,Felix Zwayer,14.0,6.0,18.3,0.0,0.0,0.0,4.0,2.0,0.0,0.0,479.0,592.0,9126.0,3357.0,536.0,52.0,3.0,4.0,20.0,21.0,5.0,2021-2022,Wolfsburg
30,2022-02-26,15:30,Matchweek 24,Sat,Away,D,2,2,M'Gladbach,1.4,2.4,34.0,10000.0,Koen Casteels,3-4-3,Tobias Reichel,6.0,2.0,12.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,219.0,332.0,3864.0,1870.0,277.0,51.0,2.0,2.0,12.0,23.0,4.0,2021-2022,Wolfsburg
31,2022-03-05,15:30,Matchweek 25,Sat,Home,W,1,0,Union Berlin,0.5,1.2,46.0,15703.0,Koen Casteels,4-1-2-1-2◆,Patrick Ittrich,8.0,3.0,19.1,0.0,0.0,0.0,4.0,4.0,0.0,0.0,276.0,408.0,5768.0,2406.0,351.0,57.0,0.0,2.0,21.0,19.0,6.0,2021-2022,Wolfsburg
32,2022-03-12,15:30,Matchweek 26,Sat,Away,L,2,3,Freiburg,1.3,1.3,58.0,25000.0,Maximilian Arnold,3-4-3,Martin Petersen,12.0,5.0,19.5,0.0,0.0,0.0,8.0,5.0,0.0,0.0,392.0,520.0,7347.0,2760.0,460.0,57.0,1.0,8.0,21.0,25.0,5.0,2021-2022,Wolfsburg
33,2022-03-20,17:30,Matchweek 27,Sun,Home,L,0,2,Leverkusen,1.1,1.0,50.0,16554.0,Maximilian Arnold,3-4-3,Felix Brych,14.0,3.0,19.2,1.0,0.0,0.0,5.0,3.0,0.0,0.0,357.0,469.0,6652.0,2817.0,409.0,58.0,5.0,1.0,21.0,24.0,7.0,2021-2022,Wolfsburg
34,2022-04-03,15:30,Matchweek 28,Sun,Away,L,0,3,Augsburg,1.1,1.6,61.0,23143.0,Maximilian Arnold,3-4-3,Sascha Stegemann,18.0,5.0,17.6,0.0,0.0,0.0,4.0,1.0,0.0,0.0,423.0,546.0,7821.0,2974.0,490.0,56.0,1.0,3.0,22.0,21.0,5.0,2021-2022,Wolfsburg
35,2022-04-09,15:30,Matchweek 29,Sat,Home,W,4,0,Arminia,2.0,0.4,53.0,22512.0,Koen Casteels,3-4-3,Benjamin Brand,11.0,6.0,16.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,408.0,526.0,7240.0,2973.0,479.0,43.0,1.0,7.0,16.0,20.0,3.0,2021-2022,Wolfsburg
36,2022-04-16,15:30,Matchweek 30,Sat,Away,L,1,6,Dortmund,1.5,3.0,40.0,79200.0,Koen Casteels,3-4-3,Robert Schröder,10.0,4.0,15.3,0.0,0.0,0.0,8.0,2.0,0.0,0.0,302.0,397.0,5253.0,1824.0,346.0,51.0,1.0,1.0,21.0,14.0,6.0,2021-2022,Wolfsburg
37,2022-04-22,20:30,Matchweek 31,Fri,Home,W,5,0,Mainz 05,3.7,0.7,60.0,19055.0,Koen Casteels,4-3-3,Harm Osmers,14.0,7.0,17.4,1.0,1.0,1.0,3.0,3.0,0.0,0.0,635.0,730.0,11914.0,3355.0,703.0,26.0,5.0,9.0,15.0,11.0,2.0,2021-2022,Wolfsburg
38,2022-04-30,15:30,Matchweek 32,Sat,Away,D,1,1,Stuttgart,1.4,0.8,43.0,55000.0,Koen Casteels,4-3-3,Sven Jablonski,15.0,5.0,19.9,1.0,0.0,0.0,5.0,4.0,0.0,0.0,307.0,420.0,6261.0,2611.0,375.0,45.0,0.0,1.0,19.0,16.0,9.0,2021-2022,Wolfsburg
39,2022-05-07,15:30,Matchweek 33,Sat,Away,W,1,0,Köln,1.1,1.2,39.0,50000.0,Maximilian Arnold,4-4-2,Tobias Stieler,5.0,3.0,26.2,0.0,0.0,0.0,9.0,9.0,0.0,0.0,301.0,408.0,5790.0,2447.0,362.0,44.0,0.0,7.0,9.0,18.0,2.0,2021-2022,Wolfsburg
40,2022-05-14,15:30,Matchweek 34,Sat,Home,D,2,2,Bayern Munich,1.5,2.1,33.0,30000.0,Koen Casteels,4-4-2,Robert Hartmann,9.0,2.0,18.3,0.0,0.0,0.0,8.0,6.0,0.0,0.0,281.0,363.0,5494.0,2621.0,327.0,34.0,0.0,2.0,10.0,4.0,2.0,2021-2022,Wolfsburg
1,2021-08-14,15:30,Matchweek 1,Sat,Away,L,0,1,Wolfsburg,0.4,2.0,40.0,8536.0,Anthony Losilla,4-3-3,Frank Willenborg,7.0,1.0,20.0,0.0,0.0,0.0,8.0,6.0,0.0,1.0,277.0,394.0,5545.0,2388.0,333.0,59.0,1.0,4.0,11.0,34.0,2.0,2021-2022,Bochum
2,2021-08-21,15:30,Matchweek 2,Sat,Home,W,2,0,Mainz 05,0.8,0.9,42.0,12548.0,Anthony Losilla,4-2-3-1,Patrick Ittrich,8.0,4.0,17.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,243.0,357.0,5300.0,2096.0,304.0,52.0,0.0,5.0,12.0,18.0,2.0,2021-2022,Bochum
3,2021-08-28,15:30,Matchweek 3,Sat,Away,L,1,2,Köln,0.6,3.2,30.0,25000.0,Anthony Losilla,4-3-3,Benjamin Cortus,11.0,1.0,17.7,1.0,0.0,0.0,5.0,3.0,0.0,0.0,131.0,232.0,3193.0,1782.0,175.0,56.0,0.0,3.0,10.0,19.0,5.0,2021-2022,Bochum
4,2021-09-12,17:30,Matchweek 4,Sun,Home,L,1,3,Hertha BSC,1.2,0.3,66.0,14000.0,Anthony Losilla,4-2-3-1,Robert Schröder,18.0,5.0,25.2,4.0,0.0,0.0,4.0,1.0,0.0,0.0,429.0,565.0,8587.0,2747.0,504.0,60.0,0.0,8.0,37.0,32.0,7.0,2021-2022,Bochum
5,2021-09-18,15:30,Matchweek 5,Sat,Away,L,0,7,Bayern Munich,0.4,5.6,31.0,25000.0,Anthony Losilla,4-2-3-1,Tobias Welz,5.0,0.0,16.9,0.0,0.0,0.0,14.0,8.0,0.0,0.0,235.0,334.0,4636.0,2236.0,286.0,43.0,1.0,4.0,12.0,18.0,2.0,2021-2022,Bochum
6,2021-09-26,15:30,Matchweek 6,Sun,Home,D,0,0,Stuttgart,0.8,0.3,44.0,15300.0,Anthony Losilla,4-2-3-1,Christian Dingert,15.0,4.0,22.1,1.0,0.0,0.0,3.0,3.0,0.0,0.0,270.0,393.0,5487.0,2086.0,339.0,52.0,0.0,3.0,20.0,24.0,7.0,2021-2022,Bochum
7,2021-10-02,18:30,Matchweek 7,Sat,Away,L,0,3,RB Leipzig,1.5,3.2,41.0,25598.0,Anthony Losilla,4-2-3-1,Robert Hartmann,9.0,2.0,15.1,0.0,0.0,0.0,8.0,5.0,0.0,0.0,270.0,393.0,5059.0,2114.0,341.0,46.0,3.0,0.0,18.0,22.0,3.0,2021-2022,Bochum
8,2021-10-16,15:30,Matchweek 8,Sat,Away,W,1,0,Greuther Fürth,1.6,0.8,44.0,10586.0,Anthony Losilla,4-3-3,Bastian Dankert,10.0,2.0,16.1,0.0,0.0,0.0,3.0,3.0,0.0,0.0,245.0,391.0,5347.0,2549.0,337.0,52.0,0.0,8.0,17.0,23.0,3.0,2021-2022,Bochum
9,2021-10-24,19:30,Matchweek 9,Sun,Home,W,2,0,Eint Frankfurt,2.1,1.6,41.0,19510.0,Anthony Losilla,4-3-3,Marco Fritz,19.0,7.0,18.1,0.0,0.0,0.0,6.0,5.0,0.0,1.0,245.0,382.0,5155.0,2503.0,325.0,55.0,2.0,3.0,13.0,32.0,4.0,2021-2022,Bochum
11,2021-10-31,17:30,Matchweek 10,Sun,Away,L,1,2,M'Gladbach,0.8,1.9,35.0,42361.0,Anthony Losilla,4-3-3,Tobias Reichel,12.0,4.0,15.1,1.0,0.0,0.0,4.0,2.0,0.0,0.0,265.0,365.0,5524.0,2247.0,320.0,42.0,1.0,9.0,11.0,24.0,1.0,2021-2022,Bochum
12,2021-11-06,15:30,Matchweek 11,Sat,Home,W,2,0,Hoffenheim,2.9,0.6,38.0,19600.0,Anthony Losilla,4-3-3,Frank Willenborg,11.0,4.0,23.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,248.0,367.0,5874.0,2809.0,314.0,50.0,0.0,7.0,12.0,20.0,2.0,2021-2022,Bochum
13,2021-11-20,15:30,Matchweek 12,Sat,Away,L,0,1,Leverkusen,0.8,1.7,45.0,22538.0,Anthony Losilla,4-3-3,Daniel Schlager,21.0,7.0,21.7,2.0,0.0,0.0,5.0,4.0,0.0,0.0,316.0,432.0,6405.0,2705.0,389.0,42.0,2.0,6.0,19.0,16.0,7.0,2021-2022,Bochum
14,2021-11-27,15:30,Matchweek 13,Sat,Home,W,2,1,Freiburg,1.1,2.2,41.0,19700.0,Anthony Losilla,4-3-3,Patrick Ittrich,13.0,6.0,23.3,0.0,0.0,0.0,11.0,10.0,0.0,0.0,241.0,347.0,5405.0,2421.0,292.0,52.0,1.0,3.0,16.0,22.0,4.0,2021-2022,Bochum
15,2021-12-04,15:30,Matchweek 14,Sat,Away,W,3,2,Augsburg,2.1,2.9,48.0,,Anthony Losilla,4-3-3,Deniz Aytekin,12.0,6.0,19.3,0.0,0.0,0.0,6.0,4.0,1.0,0.0,302.0,429.0,6117.0,2422.0,364.0,61.0,3.0,5.0,16.0,27.0,6.0,2021-2022,Bochum
16,2021-12-11,15:30,Matchweek 15,Sat,Home,D,1,1,Dortmund,0.9,2.3,33.0,13799.0,Anthony Losilla,4-1-4-1,Matthias Jöllenbeck,4.0,2.0,16.5,0.0,1.0,1.0,6.0,5.0,0.0,0.0,216.0,320.0,4590.0,2025.0,267.0,50.0,0.0,1.0,9.0,22.0,0.0,2021-2022,Bochum
17,2021-12-14,20:30,Matchweek 16,Tue,Away,L,0,2,Arminia,0.9,0.7,49.0,13750.0,Anthony Losilla,4-1-4-1,Benjamin Brand,5.0,3.0,16.3,1.0,0.0,0.0,4.0,2.0,0.0,0.0,275.0,429.0,5670.0,2331.0,366.0,63.0,1.0,2.0,14.0,34.0,2.0,2021-2022,Bochum
18,2021-12-18,15:30,Matchweek 17,Sat,Home,L,0,1,Union Berlin,1.1,0.8,55.0,13500.0,Anthony Losilla,4-3-3,Tobias Reichel,13.0,3.0,17.7,1.0,0.0,0.0,3.0,2.0,0.0,0.0,432.0,566.0,9216.0,3081.0,522.0,43.0,1.0,4.0,17.0,27.0,1.0,2021-2022,Bochum
19,2022-01-09,17:30,Matchweek 18,Sun,Home,W,1,0,Wolfsburg,0.9,0.4,50.0,,Anthony Losilla,4-3-3,Daniel Schlager,12.0,3.0,18.3,0.0,0.0,0.0,3.0,3.0,0.0,0.0,340.0,470.0,7301.0,3210.0,411.0,58.0,1.0,5.0,20.0,27.0,4.0,2021-2022,Bochum
20,2022-01-15,15:30,Matchweek 19,Sat,Away,L,0,1,Mainz 05,1.5,1.7,47.0,1000.0,Anthony Losilla,4-3-3,Frank Willenborg,11.0,3.0,15.3,0.0,0.0,1.0,5.0,4.0,0.0,0.0,283.0,431.0,6378.0,3040.0,376.0,55.0,0.0,6.0,15.0,25.0,3.0,2021-2022,Bochum
